"","norms","count","words","length"
"796","aabinz",2,"banzai",6
"797","aabinz",2,"zabian",6
"798","aabirs",2,"abaris",6
"799","aabirs",2,"arabis",6
"800","aabirst",2,"arabist",7
"801","aabirst",2,"bartsia",7
"802","aabirt",2,"arabit",6
"803","aabirt",2,"tabira",6
"804","aabkl",2,"bakal",5
"805","aabkl",2,"balak",5
"806","aabkn",2,"banak",5
"807","aabkn",2,"nabak",5
"808","aabkr",2,"abkar",5
"809","aabkr",2,"arkab",5
"813","aabllsy",2,"basally",7
"814","aabllsy",2,"salably",7
"815","aablmos",2,"absalom",7
"816","aablmos",2,"balsamo",7
"817","aablms",2,"balsam",6
"818","aablms",2,"sambal",6
"819","aablmsy",2,"abysmal",7
"820","aablmsy",2,"balsamy",7
"827","aablnort",2,"balatron",8
"828","aablnort",2,"laborant",8
"832","aablor",2,"aboral",6
"833","aablor",2,"arbalo",6
"834","aablorst",2,"abrastol",8
"835","aablorst",2,"albatros",8
"840","aabltu",2,"ablaut",6
"841","aabltu",2,"tabula",6
"842","aabm",2,"amba",4
"843","aabm",2,"maba",4
"844","aabmnrtu",2,"rambutan",8
"845","aabmnrtu",2,"tamburan",8
"846","aabmnt",2,"bantam",6
"847","aabmnt",2,"batman",6
"851","aabmr",2,"abram",5
"852","aabmr",2,"ambar",5
"853","aabmy",2,"ambay",5
"854","aabmy",2,"mbaya",5
"855","aabn",2,"anba",4
"856","aabn",2,"bana",4
"857","aabns",2,"nasab",5
"858","aabns",2,"saban",5
"862","aabnt",2,"banat",5
"863","aabnt",2,"batan",5
"864","aaboppt",2,"papabot",7
"865","aaboppt",2,"papboat",7
"870","aabrty",2,"baryta",6
"871","aabrty",2,"taryba",6
"872","aabrz",2,"braza",5
"873","aabrz",2,"zabra",5
"874","aabs",2,"abas",4
"875","aabs",2,"saba",4
"876","aabst",2,"basta",5
"877","aabst",2,"staab",5
"878","aabtu",2,"abuta",5
"879","aabtu",2,"bauta",5
"880","aaby",2,"baya",4
"881","aaby",2,"yaba",4
"882","aacc",2,"acca",4
"883","aacc",2,"caca",4
"884","aacccceehhiilmmno",2,"chemicomechanical",17
"885","aacccceehhiilmmno",2,"mechanicochemical",17
"886","aacccdeehiiinopprrr",2,"pericardiacophrenic",19
"887","aacccdeehiiinopprrr",2,"phrenicopericardiac",19
"888","aacccdeimnoo",2,"cacodaemonic",12
"889","aacccdeimnoo",2,"cacodemoniac",12
"890","aaccceeiilloorssu",2,"calcareosiliceous",17
"891","aaccceeiilloorssu",2,"siliceocalcareous",17
"892","aaccceelnooorrsu",2,"calcareocorneous",16
"893","aaccceelnooorrsu",2,"corneocalcareous",16
"894","aacccefiilorv",2,"cervicofacial",13
"895","aacccefiilorv",2,"faciocervical",13
"896","aaccceostu",2,"cactaceous",10
"897","aaccceostu",2,"taccaceous",10
"898","aacccghiiilllnooopt",2,"clinicopathological",19
"899","aacccghiiilllnooopt",2,"pathologicoclinical",19
"900","aaccchiiorss",2,"isosaccharic",12
"901","aaccchiiorss",2,"sacroischiac",12
"902","aacccillorrstuuu",2,"sacculoutricular",16
"903","aacccillorrstuuu",2,"utriculosaccular",16
"904","aaccddeeemnnoooprttuy",2,"duodenopancreatectomy",21
"905","aaccddeeemnnoooprttuy",2,"pancreatoduodenectomy",21
"906","aaccdeeillmnorty",2,"dynamoelectrical",16
"907","aaccdeeillmnorty",2,"electrodynamical",16
"908","aaccdeenns",2,"adnascence",10
"909","aaccdeenns",2,"ascendance",10
"910","aaccdehinoprr",2,"nephrocardiac",13
"911","aaccdehinoprr",2,"phrenocardiac",13
"912","aaccdeiltu",2,"aciculated",10
"913","aaccdeiltu",2,"claudicate",10
"914","aaccdeiort",2,"coradicate",10
"915","aaccdeiort",2,"ectocardia",10
"916","aaccdes",2,"cascade",7
"917","aaccdes",2,"saccade",7
"918","aaccdhiinor",2,"arachidonic",11
"919","aaccdhiinor",2,"characinoid",11
"920","aaccdhmmnoooorrsxy",2,"chondromyxosarcoma",18
"921","aaccdhmmnoooorrsxy",2,"myxochondrosarcoma",18
"922","aaccdir",2,"arcadic",7
"923","aaccdir",2,"cardiac",7
"924","aaccdu",2,"caduac",6
"925","aaccdu",2,"caduca",6
"926","aacceeegillmnortt",2,"electromagnetical",17
"927","aacceeegillmnortt",2,"magnetoelectrical",17
"928","aacceehinrst",2,"rachianectes",12
"929","aacceehinrst",2,"rhacianectes",12
"930","aacceehlortt",2,"ceratothecal",12
"931","aacceehlortt",2,"chloracetate",12
"932","aacceeiil",2,"caeciliae",9
"933","aacceeiil",2,"ilicaceae",9
"934","aacceelorrt",2,"accelerator",11
"935","aacceelorrt",2,"retrocaecal",11
"936","aacceenrt",2,"cancerate",9
"937","aacceenrt",2,"reactance",9
"938","aacceeorsu",2,"aceraceous",10
"939","aacceeorsu",2,"arecaceous",10
"940","aaccehilnort",2,"acherontical",12
"941","aaccehilnort",2,"anchoretical",12
"942","aacceilltuv",2,"calculative",11
"943","aacceilltuv",2,"claviculate",11
"944","aacceilnort",2,"calonectria",11
"945","aacceilnort",2,"ectocranial",11
"946","aacceilnt",2,"acclinate",9
"947","aacceilnt",2,"analectic",9
"948","aacceinnorst",2,"narcaciontes",12
"949","aacceinnorst",2,"transoceanic",12
"950","aacceinnort",2,"anacreontic",11
"951","aacceinnort",2,"canceration",11
"952","aacceior",2,"coraciae",8
"953","aacceior",2,"icacorea",8
"954","aaccelmntuuu",2,"acutenaculum",12
"955","aaccelmntuuu",2,"unaccumulate",12
"956","aacceorr",2,"acrocera",8
"957","aacceorr",2,"caracore",8
"958","aaccertu",2,"accurate",8
"959","aaccertu",2,"carucate",8
"960","aaccfiiinorst",2,"sacrification",13
"961","aaccfiiinorst",2,"scarification",13
"962","aaccfiiorrst",2,"sacrificator",12
"963","aaccfiiorrst",2,"scarificator",12
"964","aaccghiiilmnoooopsty",2,"anatomicophysiologic",20
"965","aaccghiiilmnoooopsty",2,"physiologicoanatomic",20
"966","aaccghilnopsvy",2,"galvanopsychic",14
"967","aaccghilnopsvy",2,"psychogalvanic",14
"968","aaccgilnot",2,"cognatical",10
"969","aaccgilnot",2,"galactonic",10
"970","aacchiimnort",2,"achromatinic",12
"971","aacchiimnort",2,"chromatician",12
"972","aacchilmnnoopsst",2,"somatosplanchnic",16
"973","aacchilmnnoopsst",2,"splanchnosomatic",16
"974","aacchilot",2,"acatholic",9
"975","aacchilot",2,"chaotical",9
"976","aacchinr",2,"anarchic",8
"977","aacchinr",2,"characin",8
"978","aacchir",2,"arachic",7
"979","aacchir",2,"archaic",7
"980","aacchr",2,"charac",6
"981","aacchr",2,"charca",6
"982","aacciilst",2,"ascitical",9
"983","aacciilst",2,"sciatical",9
"984","aaccil",2,"alcaic",6
"985","aaccil",2,"cicala",6
"986","aaccillno",2,"cloacinal",9
"987","aaccillno",2,"cocillana",9
"988","aaccillorsty",2,"acrostically",12
"989","aaccillorsty",2,"socratically",12
"990","aaccilno",2,"canicola",8
"991","aaccilno",2,"laconica",8
"992","aaccilnor",2,"acronical",9
"993","aaccilnor",2,"alcoranic",9
"994","aaccilnv",2,"clavacin",8
"995","aaccilnv",2,"vaccinal",8
"996","aaccilor",2,"caracoli",8
"997","aaccilor",2,"coracial",8
"998","aaccilorst",2,"acrostical",10
"999","aaccilorst",2,"socratical",10
"1000","aaccimnor",2,"carcinoma",9
"1001","aaccimnor",2,"macaronic",9
"1002","aaccimnosy",2,"saccomyian",10
"1003","aaccimnosy",2,"saccomyina",10
"1004","aacciors",2,"coracias",8
"1005","aacciors",2,"rascacio",8
"1006","aacckmnrs",2,"crackmans",9
"1007","aacckmnrs",2,"cracksman",9
"1008","aaccllruy",2,"calculary",9
"1009","aaccllruy",2,"calycular",9
"1010","aacclru",2,"accrual",7
"1011","aacclru",2,"carucal",7
"1012","aaccmo",2,"cocama",6
"1013","aaccmo",2,"macaco",6
"1014","aaccostt",2,"staccato",8
"1015","aaccostt",2,"stoccata",8
"1016","aaccott",2,"attacco",7
"1017","aaccott",2,"toccata",7
"1018","aacddeeiloprtty",2,"dactylopteridae",15
"1019","aacddeeiloprtty",2,"pterodactylidae",15
"1020","aacddehmnnooor",2,"adenochondroma",14
"1021","aacddehmnnooor",2,"chondroadenoma",14
"1025","aacddloorsu",2,"caudodorsal",11
"1026","aacddloorsu",2,"dorsocaudal",11
"1027","aacdeeehiillmntty",2,"acetmethylanilide",17
"1028","aacdeeehiillmntty",2,"methylacetanilide",17
"1029","aacdeehhiknoorstx",2,"hexakisoctahedron",17
"1030","aacdeehhiknoorstx",2,"octakishexahedron",17
"1031","aacdeehiilnop",2,"deinocephalia",13
"1032","aacdeehiilnop",2,"palaeechinoid",13
"1033","aacdeeiillopprrru",2,"pericardiopleural",17
"1034","aacdeeiillopprrru",2,"pleuropericardial",17
"1035","aacdeeilrt",2,"dilacerate",10
"1036","aacdeeilrt",2,"lacertidae",10
"1037","aacdeeimt",2,"academite",9
"1038","aacdeeimt",2,"acetamide",9
"1039","aacdeelmrt",2,"cradlemate",10
"1040","aacdeelmrt",2,"malcreated",10
"1041","aacdeemnrtu",2,"uncamerated",11
"1042","aacdeemnrtu",2,"unmacerated",11
"1043","aacdeemrt",2,"camerated",9
"1044","aacdeemrt",2,"demarcate",9
"1045","aacdeentt",2,"catenated",9
"1046","aacdeentt",2,"decantate",9
"1047","aacdeflmooru",2,"caudofemoral",12
"1048","aacdeflmooru",2,"femorocaudal",12
"1049","aacdeglnotuu",2,"uncatalogued",12
"1050","aacdeglnotuu",2,"uncoagulated",12
"1051","aacdehiint",2,"anthicidae",10
"1052","aacdehiint",2,"tachinidae",10
"1053","aacdehin",2,"chanidae",8
"1054","aacdehin",2,"hacienda",8
"1055","aacdehinppr",2,"handicapper",11
"1056","aacdehinppr",2,"prehandicap",11
"1057","aacdehnprs",2,"handscrape",10
"1058","aacdehnprs",2,"scaphander",10
"1065","aacdeil",2,"alcaide",7
"1066","aacdeil",2,"alcidae",7
"1067","aacdeilllmnou",2,"incudomalleal",13
"1068","aacdeilllmnou",2,"malleoincudal",13
"1069","aacdeilno",2,"caledonia",9
"1070","aacdeilno",2,"laodicean",9
"1071","aacdeilnort",2,"declaration",11
"1072","aacdeilnort",2,"redactional",11
"1073","aacdeilnr",2,"ecardinal",9
"1074","aacdeilnr",2,"lardacein",9
"1075","aacdeilnt",2,"cadential",9
"1076","aacdeilnt",2,"dancalite",9
"1077","aacdeilnu",2,"leucadian",9
"1078","aacdeilnu",2,"lucanidae",9
"1079","aacdeils",2,"diaclase",8
"1080","aacdeils",2,"sidalcea",8
"1081","aacdeimnno",2,"caedmonian",10
"1082","aacdeimnno",2,"macedonian",10
"1083","aacdeimnort",2,"demarcation",11
"1084","aacdeimnort",2,"democratian",11
"1085","aacdeimot",2,"acetamido",9
"1086","aacdeimot",2,"coadamite",9
"1087","aacdein",2,"aidance",7
"1088","aacdein",2,"canidae",7
"1089","aacdeinnort",2,"carnationed",11
"1090","aacdeinnort",2,"dinoceratan",11
"1098","aacdeinrt",2,"carinated",9
"1099","aacdeinrt",2,"eradicant",9
"1103","aacdeiorst",2,"castoridae",10
"1104","aacdeiorst",2,"cestodaria",10
"1105","aacdeir",2,"arcidae",7
"1106","aacdeir",2,"caridea",7
"1107","aacdeln",2,"candela",7
"1108","aacdeln",2,"decanal",7
"1109","aacdelnr",2,"calander",8
"1110","aacdelnr",2,"calendar",8
"1111","aacdelpstu",2,"capsulated",10
"1112","aacdelpstu",2,"scapulated",10
"1113","aacdemnoosty",2,"adenocystoma",12
"1114","aacdemnoosty",2,"cystoadenoma",12
"1115","aacden",2,"adance",6
"1116","aacden",2,"ecanda",6
"1117","aacdennst",2,"adnascent",9
"1118","aacdennst",2,"ascendant",9
"1119","aacdenot",2,"anecdota",8
"1120","aacdenot",2,"coadnate",8
"1121","aacdghimnnooor",2,"angiochondroma",14
"1122","aacdghimnnooor",2,"chondroangioma",14
"1123","aacdginr",2,"carangid",8
"1124","aacdginr",2,"cardigan",8
"1125","aacdhiilr",2,"diarchial",9
"1126","aacdhiilr",2,"rachidial",9
"1127","aacdhiirr",2,"charadrii",9
"1128","aacdhiirr",2,"richardia",9
"1129","aacdiilnott",2,"antidotical",11
"1130","aacdiilnott",2,"dictational",11
"1131","aacdiilrt",2,"raticidal",9
"1132","aacdiilrt",2,"triadical",9
"1133","aacdiinr",2,"acridian",8
"1134","aacdiinr",2,"cnidaria",8
"1135","aacdiis",2,"ascidia",7
"1136","aacdiis",2,"diascia",7
"1137","aacdillmnoy",2,"monadically",11
"1138","aacdillmnoy",2,"nomadically",11
"1139","aacdilmno",2,"monadical",9
"1140","aacdilmno",2,"nomadical",9
"1144","aacdilnr",2,"cardinal",8
"1145","aacdilnr",2,"clarinda",8
"1146","aacdilnu",2,"claudian",8
"1147","aacdilnu",2,"dulciana",8
"1148","aacdilooprs",2,"dorsoapical",11
"1149","aacdilooprs",2,"prosodiacal",11
"1150","aacdilr",2,"cardial",7
"1151","aacdilr",2,"radical",7
"1152","aacdim",2,"adamic",6
"1153","aacdim",2,"cadmia",6
"1154","aacdimos",2,"camisado",8
"1155","aacdimos",2,"caodaism",8
"1159","aacdinnort",2,"dracontian",10
"1160","aacdinnort",2,"octandrian",10
"1161","aacdinor",2,"nocardia",8
"1162","aacdinor",2,"orcadian",8
"1163","aacdinr",2,"acridan",7
"1164","aacdinr",2,"craniad",7
"1172","aacdirs",2,"arsacid",7
"1173","aacdirs",2,"ascarid",7
"1177","aacdloorrss",2,"dorsosacral",11
"1178","aacdloorrss",2,"sacrodorsal",11
"1179","aacdu",2,"cadua",5
"1180","aacdu",2,"cauda",5
"1181","aaceeghimnoprrt",2,"cinematographer",15
"1182","aaceeghimnoprrt",2,"megachiropteran",15
"1183","aaceehilmpsty",2,"hemicatalepsy",13
"1184","aaceehilmpsty",2,"mesaticephaly",13
"1185","aaceehlmprst",2,"chapelmaster",12
"1186","aaceehlmprst",2,"spermathecal",12
"1187","aaceehlnu",2,"acheulean",9
"1188","aaceehlnu",2,"euchlaena",9
"1189","aaceehlprrt",2,"archprelate",11
"1190","aaceehlprrt",2,"pretracheal",11
"1191","aaceeiiloprrstv",2,"parietovisceral",15
"1192","aaceeiiloprrstv",2,"visceroparietal",15
"1193","aaceeiinnnoppttt",2,"pectinatopinnate",16
"1194","aaceeiinnnoppttt",2,"pinnatopectinate",16
"1195","aaceeiinrttv",2,"anticreative",12
"1196","aaceeiinrttv",2,"antireactive",12
"1197","aaceeilrtv",2,"calaverite",10
"1198","aaceeilrtv",2,"lacerative",10
"1199","aaceeimrstt",2,"metrectasia",11
"1200","aaceeimrstt",2,"remasticate",11
"1201","aaceeinnrss",2,"necessarian",11
"1202","aaceeinnrss",2,"renaissance",11
"1203","aaceeinprt",2,"capernaite",10
"1204","aaceeinprt",2,"paraenetic",10
"1208","aaceeinrt",2,"anaeretic",9
"1209","aaceeinrt",2,"ecarinate",9
"1213","aaceelnrt",2,"lactarene",9
"1214","aaceelnrt",2,"nectareal",9
"1215","aaceelrt",2,"lacerate",8
"1216","aaceelrt",2,"lacertae",8
"1217","aaceemns",2,"macanese",8
"1218","aaceemns",2,"maecenas",8
"1222","aaceertv",2,"acervate",8
"1223","aaceertv",2,"revacate",8
"1224","aaceffin",2,"affiance",8
"1225","aaceffin",2,"caffeina",8
"1226","aacefgiiimnnort",2,"germanification",15
"1227","aacefgiiimnnort",2,"remagnification",15
"1228","aacefiiilmnot",2,"amelification",13
"1229","aacefiiilmnot",2,"maleficiation",13
"1234","aaceghhnott",2,"chaetognath",11
"1235","aaceghhnott",2,"gnathotheca",11
"1236","aaceghillopprrty",2,"petrographically",16
"1237","aaceghillopprrty",2,"pterylographical",16
"1238","aaceghilopprrt",2,"petrographical",14
"1239","aaceghilopprrt",2,"pterographical",14
"1240","aaceghimnopr",2,"anemographic",12
"1241","aaceghimnopr",2,"phanerogamic",12
"1242","aaceghioprr",2,"aerographic",11
"1243","aaceghioprr",2,"areographic",11
"1244","aaceghioprstt",2,"gastrohepatic",13
"1245","aaceghioprstt",2,"hepatogastric",13
"1246","aaceghlmnooorrttyy",2,"laryngotracheotomy",18
"1247","aaceghlmnooorrttyy",2,"tracheolaryngotomy",18
"1248","aaceghmopr",2,"cameograph",10
"1249","aaceghmopr",2,"macrophage",10
"1250","aacegiilnosvv",2,"vaginovesical",13
"1251","aacegiilnosvv",2,"vesicovaginal",13
"1252","aacegilllny",2,"angelically",11
"1253","aacegilllny",2,"englacially",11
"1257","aacegilloor",2,"aerological",11
"1258","aacegilloor",2,"areological",11
"1259","aacegilrt",2,"cartilage",9
"1260","aacegilrt",2,"rectalgia",9
"1261","aacegimnor",2,"ergomaniac",10
"1262","aacegimnor",2,"grecomania",10
"1263","aacegimnpr",2,"campaigner",10
"1264","aacegimnpr",2,"recampaign",10
"1265","aaceglotu",2,"catalogue",9
"1266","aaceglotu",2,"coagulate",9
"1267","aacegnorr",2,"arrogance",9
"1268","aacegnorr",2,"coarrange",9
"1272","aacehill",2,"achillea",8
"1273","aacehill",2,"heliacal",8
"1274","aacehillmpty",2,"empathically",12
"1275","aacehillmpty",2,"emphatically",12
"1276","aacehilmnoor",2,"chloroanemia",12
"1277","aacehilmnoor",2,"choleromania",12
"1278","aacehilmoprt",2,"metaphorical",12
"1279","aacehilmoprt",2,"pharmacolite",12
"1280","aacehilmpsty",2,"lymphectasia",12
"1281","aacehilmpsty",2,"metaphysical",12
"1282","aacehilnopst",2,"lipsanotheca",12
"1283","aacehilnopst",2,"sphacelation",12
"1284","aacehilnp",2,"cephalina",9
"1285","aacehilnp",2,"epilachna",9
"1286","aacehilnrty",2,"chatelainry",11
"1287","aacehilnrty",2,"trachylinae",11
"1288","aacehilp",2,"acephali",8
"1289","aacehilp",2,"phacelia",8
"1290","aacehilpr",2,"eparchial",9
"1291","aacehilpr",2,"raphaelic",9
"1292","aacehilpt",2,"caliphate",9
"1293","aacehilpt",2,"hepatical",9
"1294","aacehinpprr",2,"paranephric",11
"1295","aacehinpprr",2,"paraphrenic",11
"1296","aacehinst",2,"anchistea",9
"1297","aacehinst",2,"hanseatic",9
"1298","aacehiorst",2,"oireachtas",10
"1299","aacehiorst",2,"theocrasia",10
"1300","aacehipt",2,"apachite",8
"1301","aacehipt",2,"hepatica",8
"1302","aacehlmn",2,"leachman",8
"1303","aacehlmn",2,"mechanal",8
"1304","aacehloprst",2,"archapostle",11
"1305","aacehloprst",2,"thecasporal",11
"1306","aacehlp",2,"acaleph",7
"1307","aacehlp",2,"acephal",7
"1308","aacehlr",2,"alchera",7
"1309","aacehlr",2,"archeal",7
"1310","aacehmnpr",2,"marchpane",9
"1311","aacehmnpr",2,"preachman",9
"1312","aacehnop",2,"phocaean",8
"1313","aacehnop",2,"phocaena",8
"1314","aacehnr",2,"arachne",7
"1315","aacehnr",2,"archean",7
"1316","aacehopprr",2,"approacher",10
"1317","aacehopprr",2,"reapproach",10
"1318","aacehr",2,"archae",6
"1319","aacehr",2,"areach",6
"1320","aacehrs",2,"asearch",7
"1321","aacehrs",2,"eschara",7
"1322","aacehrtt",2,"attacher",8
"1323","aacehrtt",2,"reattach",8
"1324","aaceht",2,"achate",6
"1325","aaceht",2,"chaeta",6
"1326","aacehtt",2,"attache",7
"1327","aacehtt",2,"thecata",7
"1328","aaceiiillmnostu",2,"aluminosilicate",15
"1329","aaceiiillmnostu",2,"silicoaluminate",15
"1330","aaceiiilnosttt",2,"silicotitanate",14
"1331","aaceiiilnosttt",2,"titanosilicate",14
"1332","aaceiilnnortt",2,"interactional",13
"1333","aaceiilnnortt",2,"intercalation",13
"1334","aaceiilnpr",2,"epicranial",10
"1335","aaceiilnpr",2,"periacinal",10
"1336","aaceiilntt",2,"analcitite",10
"1337","aaceiilntt",2,"catalinite",10
"1338","aaceiimnrsst",2,"cartesianism",12
"1339","aaceiimnrsst",2,"sectarianism",12
"1340","aaceiinnrt",2,"natricinae",10
"1341","aaceiinnrt",2,"nectarinia",10
"1342","aaceiinttv",2,"inactivate",10
"1343","aaceiinttv",2,"vaticinate",10
"1344","aaceillmnpt",2,"capillament",11
"1345","aaceillmnpt",2,"implacental",11
"1346","aaceilln",2,"alliance",8
"1347","aaceilln",2,"canaille",8
"1348","aaceillnr",2,"alliancer",9
"1349","aaceillnr",2,"ralliance",9
"1350","aaceillprt",2,"capitellar",10
"1351","aaceillprt",2,"prelatical",10
"1352","aaceilltv",2,"laticlave",9
"1353","aaceilltv",2,"vacillate",9
"1354","aaceilmmnort",2,"commentarial",12
"1355","aaceilmmnort",2,"manometrical",12
"1360","aaceilmorrt",2,"crematorial",11
"1361","aaceilmorrt",2,"mercatorial",11
"1362","aaceilmpstt",2,"metaplastic",11
"1363","aaceilmpstt",2,"palmatisect",11
"1364","aaceilmtv",2,"calmative",9
"1365","aaceilmtv",2,"clamative",9
"1366","aaceilnnoorstv",2,"conservational",14
"1367","aaceilnnoorstv",2,"conversational",14
"1368","aaceilnnr",2,"carnelian",9
"1369","aaceilnnr",2,"encranial",9
"1370","aaceilnnt",2,"cantilena",9
"1371","aaceilnnt",2,"lancinate",9
"1372","aaceilnoprtu",2,"inoperculata",12
"1373","aaceilnoprtu",2,"precautional",12
"1378","aaceilnps",2,"asclepian",9
"1379","aaceilnps",2,"spalacine",9
"1380","aaceilnrrstuv",2,"intervascular",13
"1381","aaceilnrrstuv",2,"vernacularist",13
"1386","aaceilnruv",2,"naviculare",10
"1387","aaceilnruv",2,"uncavalier",10
"1394","aaceilnv",2,"valencia",8
"1395","aaceilnv",2,"valiance",8
"1396","aaceiloprstt",2,"poetastrical",12
"1397","aaceiloprstt",2,"spectatorial",12
"1398","aaceiloprt",2,"aporetical",10
"1399","aaceiloprt",2,"operatical",10
"1400","aaceilprsst",2,"palaestrics",11
"1401","aaceilprsst",2,"paracelsist",11
"1402","aaceilprttu",2,"catapultier",11
"1403","aaceilprttu",2,"particulate",11
"1404","aaceilr",2,"acieral",7
"1405","aaceilr",2,"aerical",7
"1406","aaceimn",2,"acnemia",7
"1407","aaceimn",2,"anaemic",7
"1408","aaceimnnt",2,"antanemic",9
"1409","aaceimnnt",2,"cinnamate",9
"1418","aaceimrs",2,"cramasie",8
"1419","aaceimrs",2,"mesaraic",8
"1420","aaceinnoprtt",2,"actinopteran",12
"1421","aaceinnoprtt",2,"precantation",12
"1422","aaceinnortt",2,"recantation",11
"1423","aaceinnortt",2,"triacontane",11
"1424","aaceinnortx",2,"centraxonia",11
"1425","aaceinnortx",2,"excarnation",11
"1426","aaceinnot",2,"acetanion",9
"1427","aaceinnot",2,"antoecian",9
"1431","aaceinorrttt",2,"reattraction",12
"1432","aaceinorrttt",2,"retractation",12
"1433","aaceinorrty",2,"creationary",11
"1434","aaceinorrty",2,"reactionary",11
"1435","aaceinort",2,"canariote",9
"1436","aaceinort",2,"ceratonia",9
"1437","aaceinortu",2,"acetonuria",10
"1438","aaceinortu",2,"aeronautic",10
"1439","aaceinortv",2,"acervation",10
"1440","aaceinortv",2,"vacationer",10
"1441","aaceinott",2,"acetation",9
"1442","aaceinott",2,"itaconate",9
"1443","aaceinpr",2,"carapine",8
"1444","aaceinpr",2,"carpaine",8
"1445","aaceinpst",2,"antispace",9
"1446","aaceinpst",2,"panaceist",9
"1450","aaceinrrt",2,"antiracer",9
"1451","aaceinrrt",2,"tarriance",9
"1460","aaceinstt",2,"anticaste",9
"1461","aaceinstt",2,"ataentsic",9
"1462","aaceiorsstt",2,"aerostatics",11
"1463","aaceiorsstt",2,"aortectasis",11
"1464","aaceiptt",2,"apatetic",8
"1465","aaceiptt",2,"capitate",8
"1466","aaceirsst",2,"caesarist",9
"1467","aaceirsst",2,"staircase",9
"1468","aaceittv",2,"activate",8
"1469","aaceittv",2,"cavitate",8
"1470","aacekrtt",2,"attacker",8
"1471","aacekrtt",2,"reattack",8
"1472","aacellnor",2,"lanceolar",9
"1473","aacellnor",2,"olecranal",9
"1474","aacellprry",2,"carpellary",10
"1475","aacellprry",2,"parcellary",10
"1476","aacellt",2,"catella",7
"1477","aacellt",2,"lacteal",7
"1478","aacelmn",2,"laceman",7
"1479","aacelmn",2,"manacle",7
"1480","aacelmnopt",2,"complanate",10
"1481","aacelmnopt",2,"placentoma",10
"1482","aacelmorst",2,"clamatores",10
"1483","aacelmorst",2,"scleromata",10
"1489","aaceln",2,"anlace",6
"1490","aaceln",2,"calean",6
"1491","aacelnntu",2,"antelucan",9
"1492","aacelnntu",2,"cannulate",9
"1493","aacelnor",2,"carolean",8
"1494","aacelnor",2,"lecanora",8
"1495","aacelnprrsuu",2,"supernacular",12
"1496","aacelnprrsuu",2,"supranuclear",12
"1497","aacelnrst",2,"ancestral",9
"1498","aacelnrst",2,"lancaster",9
"1499","aacelns",2,"escalan",7
"1500","aacelns",2,"scalena",7
"1501","aaceloprt",2,"acropetal",9
"1502","aaceloprt",2,"cleopatra",9
"1503","aacelot",2,"alcoate",7
"1504","aacelot",2,"coelata",7
"1505","aacelotuv",2,"autoclave",9
